"RaceNo","Date","Site","Cars","Len","Sfc","Miles","Cau","Speed","LC","Driver","Finish","Start","CarNumber","Make","Pts","Laps","Led","Status","Rating","Team"
21,2007-08-05,"Pocono",43,2.5,"P",500,7,131.627,17,"Dale Jarrett",42,40,"#44","Toyota","37/0",151,0,"fuel pressure",43.5,"Michael Waltrip Racing"
21,2007-08-05,"Pocono",43,2.5,"P",500,7,131.627,17,"Ward Burton",43,38,"#4","Chevrolet","34/0",109,0,"engine",24,"Morgan-McClure Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Tony Stewart",1,5,"#20","Chevrolet","190/5",90,20,"Running",133.6,"Joe Gibbs Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Denny Hamlin",2,2,"#11","Chevrolet","170/0",90,0,"Running",123.8,"Joe Gibbs Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jimmie Johnson",3,7,"#48","Chevrolet","165/0",90,0,"Running",111.2,"Hendrick Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Ron Fellows",4,26,"#96","Chevrolet","160/0",90,0,"Running",96.2,"Hall of Fame Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Robby Gordon",5,29,"#7","Ford","155/0",90,0,"Running",87.1,"Robby Gordon Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Martin Truex Jr.",6,12,"#1","Chevrolet","150/0",90,0,"Running",95.9,"Dale Earnhardt Inc."
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kyle Busch",7,8,"#5","Chevrolet","146/0",90,0,"Running",97.3,"Hendrick Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Carl Edwards",8,6,"#99","Ford","142/0",90,0,"Running",102.6,"Roush Fenway Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jeff Gordon",9,1,"#24","Chevrolet","148/10",90,51,"Running",131.6,"Hendrick Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Greg Biffle",10,16,"#16","Ford","134/0",90,0,"Running",78.2,"Roush Fenway Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kurt Busch",11,13,"#2","Dodge","130/0",90,0,"Running",103.1,"Penske Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Matt Kenseth",12,3,"#17","Ford","127/0",90,0,"Running",81.2,"Roush Fenway Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Ryan Newman",13,15,"#12","Dodge","124/0",90,0,"Running",71.8,"Penske Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Boris Said",14,39,"#21","Ford","121/0",90,0,"Running",75.4,"Wood Brothers/JTG Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Casey Mears",15,19,"#25","Chevrolet","118/0",90,0,"Running",69.5,"Hendrick Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Clint Bowyer",16,11,"#07","Chevrolet","115/0",90,0,"Running",78.6,"Richard Childress Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Elliott Sadler",17,23,"#19","Dodge","112/0",90,0,"Running",63.4,"Gillett Evernham Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"J.J. Yeley",18,21,"#18","Chevrolet","109/0",90,0,"Running",65.1,"Joe Gibbs Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Paul Menard",19,31,"#15","Chevrolet","106/0",90,0,"Running",78.6,"Dale Earnhardt Inc."
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jeff Green",20,32,"#66","Chevrolet","103/0",90,0,"Running",56.1,"Haas CNC Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"David Stremme",21,25,"#40","Dodge","100/0",90,0,"Running",50.9,"Chip Ganassi Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Patrick Carpentier",22,40,"#10","Dodge","102/5",90,7,"Running",71.9,"Gillett Evernham Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Johnny Sauter",23,34,"#70","Chevrolet","94/0",90,0,"Running",45.5,"Haas CNC Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Bobby Labonte",24,20,"#43","Dodge","96/5",90,4,"Running",63,"Petty Enterprises"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"P.J. Jones",25,41,"#00","Toyota","88/0",90,0,"Running",53.7,"Michael Waltrip Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kasey Kahne",26,28,"#9","Dodge","85/0",90,0,"Running",46,"Gillett Evernham Motorsports"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jeremy Mayfield",27,42,"#36","Toyota","87/5",90,2,"Running",54.2,"Bill Davis Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Reed Sorenson",28,24,"#41","Dodge","79/0",90,0,"Running",50.2,"Chip Ganassi Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Dale Jarrett",29,37,"#44","Toyota","76/0",90,0,"Running",37.2,"Michael Waltrip Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Terry Labonte",30,38,"#55","Toyota","73/0",90,0,"Running",36.3,"Michael Waltrip Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kenny Wallace",31,43,"#78","Chevrolet","70/0",90,0,"Running",32.6,"Furniture Row Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"David Ragan",32,22,"#6","Ford","67/0",90,0,"Running",36.2,"Roush Fenway Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"David Gilliland",33,30,"#38","Ford","64/0",90,0,"Running",41.4,"Robert Yates Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jamie McMurray",34,17,"#26","Ford","66/5",89,6,"Running",69.7,"Roush Fenway Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Dave Blaney",35,35,"#22","Toyota","58/0",89,0,"Running",35,"Bill Davis Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kevin Harvick",36,9,"#29","Chevrolet","55/0",84,0,"Running",75.6,"Richard Childress Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Regan Smith",37,10,"#01","Chevrolet","52/0",82,0,"Running",54.6,"Dale Earnhardt Inc."
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Ricky Rudd",38,27,"#88","Ford","49/0",77,0,"electrical",44.9,"Robert Yates Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Juan Pablo Montoya",39,18,"#42","Dodge","46/0",72,0,"accident",84.9,"Chip Ganassi Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Jeff Burton",40,4,"#31","Chevrolet","43/0",72,0,"accident",71.1,"Richard Childress Racing"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Brian Vickers",41,36,"#83","Toyota","40/0",69,0,"transmission",35.5,"Team Red Bull"
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Dale Earnhardt Jr.",42,14,"#8","Chevrolet","37/0",63,0,"engine",89.1,"Dale Earnhardt Inc."
22,2007-08-12,"Watkins Glen",43,2.45,"R",221,8,77.535,9,"Kyle Petty",43,33,"#45","Dodge","34/0",56,0,"radiator",31,"Petty Enterprises"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Kurt Busch",1,15,"#2","Dodge","195/10",203,92,"Running",140.7,"Penske Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Martin Truex Jr.",2,14,"#1","Chevrolet","170/0",203,0,"Running",96.3,"Dale Earnhardt Inc."
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Jimmie Johnson",3,7,"#48","Chevrolet","170/5",203,15,"Running",125.4,"Hendrick Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Matt Kenseth",4,21,"#17","Ford","165/5",203,31,"Running",117.5,"Roush Fenway Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Denny Hamlin",5,8,"#11","Chevrolet","155/0",203,0,"Running",113.6,"Joe Gibbs Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Dave Blaney",6,17,"#22","Toyota","150/0",203,0,"Running",93.9,"Bill Davis Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Carl Edwards",7,13,"#99","Ford","146/0",203,0,"Running",102.7,"Roush Fenway Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Brian Vickers",8,18,"#83","Toyota","147/5",203,11,"Running",106.2,"Team Red Bull"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Bobby Labonte",9,4,"#43","Dodge","138/0",203,0,"Running",87.7,"Petty Enterprises"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Tony Stewart",10,35,"#20","Chevrolet","134/0",203,0,"Running",93.2,"Joe Gibbs Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Casey Mears",11,29,"#25","Chevrolet","130/0",203,0,"Running",65.9,"Hendrick Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Dale Earnhardt Jr.",12,39,"#8","Chevrolet","132/5",203,1,"Running",94.4,"Dale Earnhardt Inc."
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Kyle Busch",13,6,"#5","Chevrolet","124/0",203,0,"Running",96.6,"Hendrick Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Jeff Burton",14,19,"#31","Chevrolet","121/0",203,0,"Running",76.9,"Richard Childress Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Kevin Harvick",15,28,"#29","Chevrolet","118/0",203,0,"Running",75.2,"Richard Childress Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Ryan Newman",16,34,"#12","Dodge","120/5",203,2,"Running",73.4,"Penske Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Clint Bowyer",17,9,"#07","Chevrolet","112/0",203,0,"Running",90,"Richard Childress Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"David Ragan",18,25,"#6","Ford","109/0",203,0,"Running",79,"Roush Fenway Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Greg Biffle",19,2,"#16","Ford","111/5",203,20,"Running",82.6,"Roush Fenway Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Ward Burton",20,27,"#4","Chevrolet","108/5",203,4,"Running",65.7,"Morgan-McClure Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"David Stremme",21,20,"#40","Dodge","100/0",202,0,"Running",55.2,"Chip Ganassi Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Jeff Green",22,40,"#66","Chevrolet","97/0",202,0,"Running",54.3,"Haas CNC Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"David Reutimann",23,12,"#00","Toyota","94/0",202,0,"Running",60.5,"Michael Waltrip Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Robby Gordon",24,30,"#7","Ford","96/5",202,2,"Running",60.2,"Robby Gordon Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"J.J. Yeley",25,31,"#18","Chevrolet","88/0",202,0,"Running",51.2,"Joe Gibbs Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Juan Pablo Montoya",26,26,"#42","Dodge","85/0",202,0,"Running",60.1,"Chip Ganassi Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Jeff Gordon",27,1,"#24","Chevrolet","87/5",202,25,"Running",101.6,"Hendrick Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"David Gilliland",28,24,"#38","Ford","79/0",202,0,"Running",62,"Robert Yates Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Johnny Sauter",29,41,"#70","Chevrolet","76/0",202,0,"Running",40.1,"Haas CNC Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Jamie McMurray",30,36,"#26","Ford","73/0",202,0,"Running",45.1,"Roush Fenway Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Kasey Kahne",31,3,"#9","Dodge","70/0",201,0,"Running",52,"Gillett Evernham Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Elliott Sadler",32,5,"#19","Dodge","67/0",201,0,"Running",55.3,"Gillett Evernham Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Ricky Rudd",33,22,"#88","Ford","64/0",201,0,"Running",41.5,"Robert Yates Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Tony Raines",34,37,"#96","Chevrolet","61/0",201,0,"Running",39.4,"Hall of Fame Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Bill Elliott",35,23,"#21","Ford","58/0",201,0,"Running",36.5,"Wood Brothers/JTG Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Scott Riggs",36,43,"#10","Dodge","55/0",201,0,"Running",30.1,"Gillett Evernham Motorsports"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"John Andretti",37,16,"#49","Dodge","52/0",201,0,"Running",41.7,"BAM Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Reed Sorenson",38,33,"#41","Dodge","49/0",200,0,"Running",33.8,"Chip Ganassi Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Paul Menard",39,38,"#15","Chevrolet","46/0",167,0,"oil pump",38.9,"Dale Earnhardt Inc."
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Michael Waltrip",40,11,"#55","Toyota","43/0",135,0,"Running",50.9,"Michael Waltrip Racing"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Chad McCumbee",41,42,"#45","Dodge","40/0",134,0,"Running",24.9,"Petty Enterprises"
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Mark Martin",42,10,"#01","Chevrolet","37/0",101,0,"oil pump",61.9,"Dale Earnhardt Inc."
23,2007-08-21,"Michigan",43,2,"P",406,8,117.044,18,"Joe Nemechek",43,32,"#208","Dodge","34/0",92,0,"accident",26.3,"EM Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Carl Edwards",1,6,"#99","Ford","190/5",500,182,"Running",134.2,"Roush Fenway Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Kasey Kahne",2,1,"#9","Dodge","180/10",500,305,"Running",141.1,"Gillett Evernham Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Clint Bowyer",3,15,"#07","Chevrolet","165/0",500,0,"Running",106,"Richard Childress Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Tony Stewart",4,23,"#20","Chevrolet","160/0",500,0,"Running",92.9,"Joe Gibbs Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Dale Earnhardt Jr.",5,17,"#8","Chevrolet","160/5",500,1,"Running",114,"Dale Earnhardt Inc."
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Kurt Busch",6,19,"#2","Dodge","155/5",500,2,"Running",107.9,"Penske Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Ryan Newman",7,7,"#12","Dodge","151/5",500,2,"Running",112.5,"Penske Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Bobby Labonte",8,22,"#43","Dodge","142/0",500,0,"Running",102.1,"Petty Enterprises"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Kyle Busch",9,20,"#5","Chevrolet","143/5",500,3,"Running",88.2,"Hendrick Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Greg Biffle",10,34,"#16","Ford","134/0",500,0,"Running",89.4,"Roush Fenway Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Martin Truex Jr.",11,25,"#1","Chevrolet","130/0",500,0,"Running",91.5,"Dale Earnhardt Inc."
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jeff Burton",12,10,"#31","Chevrolet","127/0",500,0,"Running",86.8,"Richard Childress Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"J.J. Yeley",13,40,"#18","Chevrolet","124/0",500,0,"Running",82.1,"Joe Gibbs Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"David Stremme",14,36,"#40","Dodge","121/0",500,0,"Running",71,"Chip Ganassi Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Reed Sorenson",15,29,"#41","Dodge","118/0",500,0,"Running",65.3,"Chip Ganassi Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Kevin Harvick",16,13,"#29","Chevrolet","115/0",500,0,"Running",83,"Richard Childress Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Juan Pablo Montoya",17,2,"#42","Dodge","112/0",500,0,"Running",86.5,"Chip Ganassi Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Scott Riggs",18,11,"#10","Dodge","109/0",500,0,"Running",64.2,"Gillett Evernham Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jeff Gordon",19,18,"#24","Chevrolet","111/5",500,2,"Running",94.8,"Hendrick Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Robby Gordon",20,24,"#7","Ford","108/5",500,3,"Running",63.9,"Robby Gordon Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jimmie Johnson",21,9,"#48","Chevrolet","100/0",499,0,"Running",68.8,"Hendrick Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Casey Mears",22,30,"#25","Chevrolet","97/0",498,0,"Running",48.9,"Hendrick Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Michael Waltrip",23,16,"#55","Toyota","94/0",498,0,"Running",50.1,"Michael Waltrip Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Paul Menard",24,41,"#15","Chevrolet","91/0",498,0,"Running",50.2,"Dale Earnhardt Inc."
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Bill Elliott",25,26,"#21","Ford","88/0",498,0,"Running",49.3,"Wood Brothers/JTG Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jamie McMurray",26,3,"#26","Ford","85/0",498,0,"Running",59.8,"Roush Fenway Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jeff Green",27,39,"#66","Chevrolet","82/0",498,0,"Running",47.4,"Haas CNC Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Tony Raines",28,42,"#96","Chevrolet","79/0",498,0,"Running",48.5,"Hall of Fame Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Elliott Sadler",29,21,"#19","Dodge","76/0",497,0,"Running",60.1,"Gillett Evernham Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"David Gilliland",30,27,"#38","Ford","73/0",497,0,"Running",42.2,"Robert Yates Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Dave Blaney",31,5,"#22","Toyota","70/0",496,0,"Running",61.4,"Bill Davis Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Kenny Wallace",32,32,"#45","Dodge","67/0",496,0,"Running",40.1,"Petty Enterprises"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Ward Burton",33,14,"#4","Chevrolet","64/0",494,0,"Running",49,"Morgan-McClure Motorsports"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Dale Jarrett",34,33,"#44","Toyota","61/0",494,0,"Running",33.5,"Michael Waltrip Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"A.J. Allmendinger",35,43,"#84","Toyota","58/0",491,0,"Running",31.5,"Team Red Bull"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Aric Almirola",36,35,"#01","Chevrolet","55/0",485,0,"Running",28.7,"Dale Earnhardt Inc."
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Jeremy Mayfield",37,31,"#36","Toyota","52/0",481,0,"Running",32.4,"Bill Davis Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Ricky Rudd",38,8,"#88","Ford","49/0",478,0,"accident",53.5,"Robert Yates Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Matt Kenseth",39,12,"#17","Ford","46/0",452,0,"accident",70.5,"Roush Fenway Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"John Andretti",40,28,"#49","Dodge","43/0",416,0,"electrical",28.5,"BAM Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"David Ragan",41,4,"#6","Ford","40/0",414,0,"accident",72,"Roush Fenway Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Johnny Sauter",42,38,"#70","Chevrolet","37/0",280,0,"Running",44.9,"Haas CNC Racing"
24,2007-08-25,"Bristol",43,0.533,"P",267,9,89.006,12,"Denny Hamlin",43,37,"#11","Chevrolet","34/0",209,0,"engine",53.2,"Joe Gibbs Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Jimmie Johnson",1,2,"#48","Chevrolet","190/5",250,84,"Running",135.5,"Hendrick Motorsports"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Carl Edwards",2,19,"#99","Ford","170/0",250,0,"Running",110,"Roush Fenway Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Kyle Busch",3,5,"#5","Chevrolet","175/10",250,97,"Running",136.8,"Hendrick Motorsports"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Jeff Burton",4,15,"#31","Chevrolet","165/5",250,1,"Running",114.1,"Richard Childress Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Dale Earnhardt Jr.",5,7,"#8","Chevrolet","160/5",250,15,"Running",118.3,"Dale Earnhardt Inc."
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Martin Truex Jr.",6,8,"#1","Chevrolet","155/5",250,4,"Running",108.6,"Dale Earnhardt Inc."
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Matt Kenseth",7,36,"#17","Ford","146/0",250,0,"Running",101.5,"Roush Fenway Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Brian Vickers",8,17,"#83","Toyota","147/5",250,3,"Running",92.6,"Team Red Bull"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Kurt Busch",9,1,"#2","Dodge","143/5",250,21,"Running",105.3,"Penske Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Kasey Kahne",10,3,"#9","Dodge","134/0",250,0,"Running",82.1,"Gillett Evernham Motorsports"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Bobby Labonte",11,11,"#43","Dodge","135/5",250,4,"Running",75.9,"Petty Enterprises"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"David Ragan",12,33,"#6","Ford","127/0",250,0,"Running",79.4,"Roush Fenway Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Tony Stewart",13,22,"#20","Chevrolet","129/5",250,12,"Running",91.7,"Joe Gibbs Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Kevin Harvick",14,12,"#29","Chevrolet","121/0",250,0,"Running",82,"Richard Childress Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Casey Mears",15,13,"#25","Chevrolet","123/5",250,1,"Running",87.7,"Hendrick Motorsports"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Jamie McMurray",16,38,"#26","Ford","115/0",250,0,"Running",71.5,"Roush Fenway Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Greg Biffle",17,10,"#16","Ford","112/0",250,0,"Running",64.3,"Roush Fenway Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"A.J. Allmendinger",18,18,"#84","Toyota","109/0",249,0,"Running",62.3,"Team Red Bull"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Denny Hamlin",19,9,"#11","Chevrolet","106/0",249,0,"Running",83.6,"Joe Gibbs Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Clint Bowyer",20,24,"#07","Chevrolet","103/0",249,0,"Running",61.7,"Richard Childress Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Reed Sorenson",21,31,"#41","Dodge","100/0",249,0,"Running",67.5,"Chip Ganassi Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Jeff Gordon",22,16,"#24","Chevrolet","97/0",249,0,"Running",82,"Hendrick Motorsports"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Jeff Green",23,32,"#66","Chevrolet","94/0",249,0,"Running",57.4,"Haas CNC Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Paul Menard",24,20,"#15","Chevrolet","91/0",249,0,"Running",50.5,"Dale Earnhardt Inc."
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"David Gilliland",25,14,"#38","Ford","88/0",249,0,"Running",66,"Robert Yates Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Bill Elliott",26,26,"#21","Ford","90/5",248,1,"Running",46.9,"Wood Brothers/JTG Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Tony Raines",27,34,"#96","Chevrolet","82/0",248,0,"Running",47.7,"Hall of Fame Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Kyle Petty",28,39,"#45","Dodge","84/5",248,1,"Running",43.7,"Petty Enterprises"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"J.J. Yeley",29,23,"#18","Chevrolet","76/0",248,0,"Running",40.1,"Joe Gibbs Racing"
25,2007-09-02,"Fontana",43,2,"P",500,11,131.502,30,"Johnny Sauter",30,41,"#70","Chevrolet","78/5",248,2,"Running",32.8,"Haas CNC Racing"
